precursor_name,cnt,formula,smiles,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,avg anion electron affinity,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference
Eu(NO3)3 6H2O,43,Eu(NO3)3·6H2O,O.O.O.O.O.O.O.O.O.O.[Eu+3].[O-][N+](=O)[O-].[O-][N+](=O)[O-].[O-][N+](=O)[O-],1.0,63.0,62.0,6.967741935483871,4.620187304890739,8.0,25.0,92.0,67.0,86.45161290322581,4.826222684703432,87.0,1.00794,151.964,150.95606,14.389367096774194,10.433879125910508,15.9994,14.01,1095.0,1080.99,73.36354838709677,65.91202913631633,54.8,1.0,16.0,15.0,9.67741935483871,7.148803329864724,16.0,1.0,6.0,5.0,1.7419354838709677,0.5744016649323621,2.0,31.0,198.0,167.0,57.193548387096776,20.27887617065557,66.0,1.185,3.44,2.255,2.8485483870967743,0.6094276795005202,3.44,1.0,2.0,1.0,1.6129032258064515,0.47450572320499484,2.0,0.0,4.0,4.0,2.225806451612903,1.866805411030177,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.22580645161290322,0.43704474505723206,0.0,1.0,9.0,8.0,4.064516129032258,2.372528616024974,6.0,0.0,1.0,1.0,0.3870967741935484,0.47450572320499484,0.0,0.0,3.0,3.0,1.2580645161290323,1.0551508844953175,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.22580645161290322,0.43704474505723206,0.0,1.0,7.0,6.0,1.8709677419354838,0.6742976066597294,2.0,6.615,36.46,29.845,9.571653225806454,2.7406217481789814,9.105,0.0,7.853,7.853,3.6628064516129033,3.780961498439126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,107.06451612903226,91.99791883454735,12.0,p,O,-0.338381,p,N,-0.266297,0.07208399999999998,-282000.0,0.3999999999999999,2.24,1.8400000000000003,1.1449999999999998,0.6828314752041033
CdSO4,39,CdSO4,O=S(=O)([O-])[O-].[Cd+2],8.0,48.0,40.0,16.0,10.666666666666666,8.0,70.0,88.0,18.0,84.33333333333333,4.777777777777781,87.0,15.9994,112.411,96.4116,34.7456,25.88846666666667,15.9994,54.8,594.22,539.4200000000001,200.29666666666665,193.99555555555557,54.8,12.0,16.0,4.0,15.333333333333334,1.1111111111111107,16.0,2.0,5.0,3.0,2.6666666666666665,0.8888888888888888,2.0,66.0,144.0,78.0,85.5,26.0,66.0,1.69,3.44,1.75,3.0050000000000003,0.5799999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.3333333333333335,1.111111111111111,4.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,7.0,1.6666666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6666666666666667,0.5555555555555555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6666666666666667,0.5555555555555555,2.0,9.105,25.786875,16.681874999999998,13.616979166666667,6.015972222222222,9.105,0.0,2.202,2.202,0.367,0.6116666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,52.0,53.333333333333336,12.0,p,O,-0.338381,p,O,-0.338381,0.0,-282000.0,0.8599999999999999,1.75,0.8900000000000001,1.305,0.6293250352560273
V2O5,38,V2O5,O=[V](=O)=O,8.0,23.0,15.0,12.285714285714286,6.122448979591837,8.0,46.0,87.0,41.0,75.28571428571429,16.734693877551017,87.0,15.9994,50.9415,34.942099999999996,25.982857142857142,14.26208163265306,15.9994,54.8,2183.0,2128.2,662.8571428571429,868.6530612244899,54.8,5.0,16.0,11.0,12.857142857142858,4.489795918367347,16.0,2.0,4.0,2.0,2.5714285714285716,0.816326530612245,2.0,66.0,153.0,87.0,90.85714285714286,35.51020408163266,66.0,1.63,3.44,1.81,2.922857142857143,0.7387755102040815,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.857142857142857,1.6326530612244896,4.0,0.0,3.0,3.0,0.8571428571428571,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.714285714285714,0.4081632653061224,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4285714285714286,0.8163265306122448,2.0,0.0,7.0,7.0,2.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.4285714285714284,2.0408163265306123,2.0,9.105,13.01,3.9049999999999994,10.220714285714285,1.5938775510204075,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,74.0,88.57142857142857,12.0,p,O,-0.338381,d,V,-0.204634,0.13374699999999998,-282000.0,1.81,1.81,0.0,1.81,0.0
CoSO4 7H2O,38,CoSO4·7H2O,O.O.O.O.O.O.O.O.O.O.[Co+2].[O-]S(=O)(=O)[O-],1.0,27.0,26.0,5.37037037037037,4.532235939643347,1.0,58.0,92.0,34.0,88.55555555555556,3.5720164609053495,92.0,1.00794,58.933195,57.925255,10.411213148148148,9.751542524005488,1.00794,14.01,1768.0,1753.99,109.45555555555555,143.51473251028807,14.01,1.0,16.0,15.0,7.962962962962963,7.22085048010974,1.0,1.0,4.0,3.0,1.5925925925925926,0.6145404663923183,1.0,31.0,126.0,95.0,51.51851851851852,21.278463648834016,31.0,1.88,3.44,1.56,2.7074074074074073,0.5969272976680384,2.2,1.0,2.0,1.0,1.4814814814814814,0.49931412894375854,1.0,0.0,4.0,4.0,1.7777777777777777,1.9753086419753085,0.0,0.0,7.0,7.0,0.25925925925925924,0.49931412894375854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.5185185185185186,2.611796982167352,1.0,0.0,1.0,1.0,0.5185185185185185,0.49931412894375854,1.0,0.0,2.0,2.0,0.8888888888888888,0.9876543209876543,0.0,0.0,3.0,3.0,0.1111111111111111,0.2139917695473251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.5185185185185186,0.5377229080932785,1.0,6.615,25.786875,19.171875,8.473958333333334,1.9278086419753089,6.615,0.0,7.853,7.853,4.1534814814814816,3.8365377229080933,7.853,0.0,1.5484712,1.5484712,0.05735078518518519,0.11045336406035666,0.0,12.0,194.0,182.0,115.25925925925925,87.48971193415638,194.0,d,Co,-0.322368,d,Co,-0.322368,0.0,-282000.0,0.8599999999999994,1.5599999999999996,0.7000000000000002,1.2362499999999994,0.2608077637938956
Gd2O3,37,Gd2O3,O=[Gd]O[Gd]=O,8.0,64.0,56.0,30.4,26.879999999999995,8.0,27.0,87.0,60.0,63.0,28.8,87.0,15.9994,157.25,141.2506,72.49964,67.800288,15.9994,54.8,1586.0,1531.2,667.28,734.976,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,196.0,130.0,118.0,62.4,66.0,1.2,3.44,2.24,2.544,1.0752,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,7.0,7.0,2.8,3.3599999999999994,0.0,6.0,10.0,4.0,7.6,1.92,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,3.6,4.32,0.0,0.0,7.0,7.0,2.8,3.3599999999999994,0.0,2.0,16.0,14.0,7.6,6.719999999999999,2.0,9.105,32.05,22.944999999999997,18.282999999999998,11.013599999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,p,O,-0.338381,p,O,-0.338381,0.0,-282000.0,2.24,2.24,0.0,2.24,0.0
Na2WO4 2H2O,36,Na2WO4·2H2O,O.O.[Na+].[Na+].[O-][W](=O)(=O)[O-],1.0,74.0,73.0,11.384615384615385,9.633136094674557,8.0,2.0,92.0,90.0,72.6923076923077,25.088757396449708,87.0,1.00794,183.84,182.83206,25.372899889230773,24.37955386319527,15.9994,14.01,3695.0,3680.99,370.89076923076925,511.4014201183432,54.8,1.0,16.0,15.0,8.307692307692308,7.100591715976331,16.0,1.0,6.0,5.0,2.1538461538461537,0.8520710059171598,2.0,31.0,166.0,135.0,78.0,40.0,66.0,0.93,3.44,2.51,2.589230769230769,0.7853254437869821,3.44,1.0,2.0,1.0,1.5384615384615385,0.4970414201183432,2.0,0.0,4.0,4.0,1.8461538461538463,1.9881656804733727,4.0,0.0,4.0,4.0,0.3076923076923077,0.5680473372781066,0.0,0.0,14.0,14.0,1.0769230769230769,1.9881656804733727,0.0,1.0,20.0,19.0,4.769230769230769,3.479289940828402,6.0,0.0,1.0,1.0,0.46153846153846156,0.4970414201183432,0.0,0.0,2.0,2.0,0.9230769230769231,0.9940828402366864,2.0,0.0,6.0,6.0,0.46153846153846156,0.8520710059171598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,1.8461538461538463,0.7810650887573964,2.0,6.615,29.2433333333,22.6283333333,11.971282051276924,5.941972386579883,9.105,0.0,7.853,7.853,2.4163076923076923,3.345656804733728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,118.07692307692308,97.9171597633136,12.0,p,O,-0.338381,s,H,-0.233471,0.10490999999999998,-282000.0,1.08,2.51,1.4299999999999997,1.5799999999999998,0.7813769896791176
ZnSO4,36,ZnSO4,[O-]S(=O)(=O)[O-].[Zn+2],8.0,30.0,22.0,13.0,6.666666666666667,8.0,69.0,88.0,19.0,84.16666666666667,5.055555555555553,87.0,15.9994,65.38,49.380599999999994,26.9071,14.543599999999998,15.9994,54.8,692.68,637.88,216.70666666666668,215.87555555555556,54.8,12.0,16.0,4.0,15.333333333333334,1.1111111111111107,16.0,2.0,4.0,2.0,2.5,0.6666666666666666,2.0,66.0,122.0,56.0,81.83333333333333,21.11111111111111,66.0,1.65,3.44,1.79,2.9983333333333335,0.5888888888888888,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.3333333333333335,1.111111111111111,4.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,7.0,1.6666666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6666666666666667,0.5555555555555555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6666666666666667,0.5555555555555555,2.0,9.105,25.786875,16.681874999999998,12.694479166666667,4.785972222222222,9.105,0.0,2.202,2.202,0.367,0.6116666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,52.0,53.333333333333336,12.0,p,O,-0.338381,p,O,-0.338381,0.0,-282000.0,0.8599999999999999,1.79,0.9300000000000002,1.325,0.6576093065034894
MnSO4,36,MnSO4,O=S(=O)([O-])[O-].[Mn+2],8.0,25.0,17.0,12.166666666666666,5.5555555555555545,8.0,52.0,88.0,36.0,81.33333333333333,9.77777777777778,87.0,15.9994,54.938045,38.938645,25.166774166666666,12.223165555555555,15.9994,54.8,1519.0,1464.2,354.4266666666667,399.5022222222222,54.8,7.0,16.0,9.0,14.5,2.5,16.0,2.0,4.0,2.0,2.5,0.6666666666666666,2.0,66.0,139.0,73.0,84.66666666666667,24.88888888888889,66.0,1.55,3.44,1.89,2.981666666666667,0.611111111111111,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.3333333333333335,1.111111111111111,4.0,0.0,5.0,5.0,0.8333333333333334,1.388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,6.166666666666667,0.27777777777777796,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6666666666666667,0.5555555555555555,2.0,0.0,5.0,5.0,0.8333333333333334,1.388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.5,0.8333333333333334,2.0,9.105,25.786875,16.681874999999998,12.115743534483334,4.557043821838889,9.105,0.0,2.202,2.202,0.367,0.6116666666666667,0.0,0.0,0.000310120689655,0.000310120689655,5.1686781609166664e-05,8.614463601527778e-05,0.0,12.0,217.0,205.0,55.833333333333336,58.444444444444436,12.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,-282000.0,0.8599999999999999,1.89,1.03,1.375,0.728319984622144
Mn(OAc)4H2O,32,Mn(OAc)4·H2O,O.O.O=C[O-].[Mn+4].[O-]C=O.[O-]C=O.[O-]C=O,1.0,25.0,24.0,5.305555555555555,3.348765432098765,1.0,52.0,92.0,40.0,85.75,5.763888888888889,92.0,1.00794,54.938045,53.930105000000005,10.364639027777777,7.277432577160495,1.00794,14.01,3823.0,3808.99,916.9872222222223,1325.0063888888892,14.01,1.0,16.0,15.0,9.472222222222221,6.726851851851852,1.0,1.0,4.0,3.0,1.6666666666666667,0.5185185185185185,1.0,31.0,139.0,108.0,56.638888888888886,19.941358024691358,31.0,1.55,3.44,1.89,2.7075,0.5290277777777778,2.2,1.0,2.0,1.0,1.6111111111111112,0.47530864197530875,1.0,0.0,4.0,4.0,1.8888888888888888,1.5740740740740742,0.0,0.0,5.0,5.0,0.1388888888888889,0.2700617283950617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.638888888888889,2.052469135802469,1.0,0.0,1.0,1.0,0.3888888888888889,0.47530864197530875,1.0,0.0,4.0,4.0,1.6111111111111112,1.3425925925925926,0.0,0.0,5.0,5.0,0.1388888888888889,0.2700617283950617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.138888888888889,0.9861111111111112,1.0,5.64,10.4875862069,4.8475862069,7.4050718390805566,1.398976692209568,6.615,0.0,7.853,7.853,4.053055555555556,3.152376543209877,7.853,0.0,0.000310120689655,0.000310120689655,8.614463601527777e-06,1.6750345891859568e-05,0.0,12.0,217.0,205.0,128.91666666666666,84.43981481481481,194.0,s,H,-0.233471,s,H,-0.233471,0.0,-282000.0,0.8900000000000001,1.89,0.9999999999999998,1.1465217391304348,0.3211162899041264
Zn(OAC)2·2H2O,32,Zn(CH3COO)2·2H2O,CC(=O)[O-].CC(=O)[O-].O.O.[Zn+2],1.0,30.0,29.0,5.333333333333333,4.1269841269841265,1.0,69.0,92.0,23.0,86.61904761904762,5.342403628117913,92.0,1.00794,65.38,64.37205999999999,10.452314285714285,8.99464217687075,1.00794,14.01,3823.0,3808.99,783.5038095238097,1157.9033106575964,14.01,1.0,16.0,15.0,8.285714285714286,6.938775510204082,1.0,1.0,4.0,3.0,1.619047619047619,0.5895691609977324,1.0,31.0,122.0,91.0,53.904761904761905,21.8140589569161,31.0,1.65,3.44,1.79,2.594761904761905,0.4829931972789116,2.2,1.0,2.0,1.0,1.5238095238095237,0.4988662131519274,1.0,0.0,4.0,4.0,1.5238095238095237,1.5963718820861676,0.0,0.0,10.0,10.0,0.47619047619047616,0.9070294784580499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,3.5238095238095237,2.4036281179138324,1.0,0.0,1.0,1.0,0.47619047619047616,0.49886621315192736,1.0,0.0,4.0,4.0,1.3333333333333333,1.396825396825397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.8095238095238095,0.9433106575963719,1.0,5.64,13.96,8.32,7.490476190476191,1.538730158730159,6.615,0.0,7.853,7.853,4.595904761904762,3.1019954648526076,7.853,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,142.0,74.28571428571429,194.0,s,H,-0.233471,s,H,-0.233471,0.0,-282000.0,1.2399999999999998,1.79,0.5500000000000003,1.2899999999999998,0.3889087296526013
La(NO3)3 6H2O,31,La(NO3)3·6H2O,O.O.O.O.O.O.[La+3].[O-][N+](=O)[O-].[O-][N+](=O)[O-].[O-][N+](=O)[O-],1.0,57.0,56.0,6.774193548387097,4.470343392299688,8.0,13.0,92.0,79.0,86.06451612903226,5.500520291363165,87.0,1.00794,138.90547,137.89753000000002,13.968124193548386,10.03369098855359,15.9994,14.01,1193.0,1178.99,76.52483870967743,72.0306555671176,54.8,1.0,16.0,15.0,9.67741935483871,7.148803329864724,16.0,1.0,6.0,5.0,1.7419354838709677,0.5744016649323621,2.0,31.0,207.0,176.0,57.483870967741936,20.503642039542143,66.0,1.1,3.44,2.34,2.845806451612903,0.6126118626430801,3.44,1.0,2.0,1.0,1.6129032258064515,0.47450572320499484,2.0,0.0,4.0,4.0,2.225806451612903,1.866805411030177,4.0,0.0,1.0,1.0,0.03225806451612903,0.06243496357960458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.870967741935484,2.278876170655567,6.0,0.0,1.0,1.0,0.3870967741935484,0.47450572320499484,0.0,0.0,3.0,3.0,1.2580645161290323,1.0551508844953175,2.0,0.0,9.0,9.0,0.2903225806451613,0.5619146722164413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,1.935483870967742,0.7242455775234131,2.0,6.615,36.8975,30.2825,9.58576612903226,2.765205515088451,9.105,0.0,7.853,7.853,3.6628064516129033,3.780961498439126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,105.93548387096774,90.90530697190427,12.0,p,O,-0.338381,p,O,-0.338381,0.0,-282000.0,0.3999999999999999,2.34,1.94,1.1512499999999999,0.7085776971801867
Ni(NO3)2.H2O,29,Ni(NO3)2·H2O,O.[Ni+2].[O-][N+](=O)[O-].[O-][N+](=O)[O-],1.0,28.0,27.0,8.333333333333334,3.2777777777777786,8.0,61.0,92.0,31.0,84.83333333333333,4.916666666666669,87.0,1.00794,58.6934,57.68546,16.726540000000004,6.99447666666667,15.9994,14.01,1728.0,1713.99,188.80999999999997,256.53166666666664,54.8,1.0,16.0,15.0,12.833333333333334,4.416666666666667,16.0,1.0,4.0,3.0,2.0,0.3333333333333333,2.0,31.0,124.0,93.0,65.83333333333333,11.611111111111114,66.0,1.91,3.44,1.53,3.0391666666666666,0.4679166666666667,3.44,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,2.8333333333333335,1.4166666666666667,4.0,0.0,8.0,8.0,0.6666666666666666,1.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,5.333333333333333,1.5555555555555556,6.0,0.0,1.0,1.0,0.16666666666666666,0.27777777777777773,0.0,0.0,3.0,3.0,1.6666666666666667,0.8333333333333334,2.0,0.0,2.0,2.0,0.16666666666666666,0.3055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.3333333333333333,2.0,6.615,14.76875,8.15375,9.735208333333334,1.7753125000000003,9.105,0.0,7.853,7.853,2.3816666666666664,3.175555555555555,0.0,0.0,0.5953947,0.5953947,0.04961622500000001,0.09096307916666668,0.0,12.0,225.0,213.0,90.41666666666667,91.48611111111113,12.0,p,O,-0.338381,p,O,-0.338381,0.0,-282000.0,0.3999999999999999,1.53,1.1300000000000001,0.962,0.5886637410270825
NiSO4.6H2O,28,NiSO4·6H2O,O.O.O.O.O.O.O.O.[Ni+2].[O-]S(=O)(=O)[O-],1.0,28.0,27.0,5.666666666666667,4.666666666666667,1.0,61.0,92.0,31.0,88.45833333333333,3.5416666666666665,92.0,1.00794,58.6934,57.68546,10.951986666666665,9.944046666666667,1.00794,14.01,1728.0,1713.99,118.02,156.69333333333336,14.01,1.0,16.0,15.0,8.25,7.25,1.0,1.0,4.0,3.0,1.625,0.625,1.0,31.0,124.0,93.0,52.541666666666664,21.541666666666668,31.0,1.91,3.44,1.53,2.720416666666667,0.5996527777777777,2.2,1.0,2.0,1.0,1.5,0.5,1.0,0.0,4.0,4.0,1.8333333333333333,1.9861111111111114,0.0,0.0,8.0,8.0,0.3333333333333333,0.6388888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,3.6666666666666665,2.6666666666666665,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,2.0,0.9166666666666666,0.9930555555555557,0.0,0.0,2.0,2.0,0.08333333333333333,0.1597222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.5,0.5,1.0,6.615,25.786875,19.171875,8.605703125,1.9907031250000002,6.615,0.0,7.853,7.853,4.018249999999999,3.8347499999999997,7.853,0.0,0.5953947,0.5953947,0.024808112500000003,0.04754888229166667,0.0,12.0,225.0,213.0,114.29166666666667,88.93402777777779,194.0,p,O,-0.338381,p,O,-0.338381,0.0,-282000.0,0.8599999999999999,1.53,0.6700000000000002,1.2335714285714283,0.2526222476346848
BaCl2 2H2O,28,BaCl2·2H2O,O.O.[Ba+2].[Cl-].[Cl-],1.0,56.0,55.0,12.222222222222221,11.851851851851853,1.0,9.0,94.0,85.0,82.11111111111111,16.24691358024691,92.0,1.00794,137.327,136.31906,27.140395555555553,28.180402962962958,1.00794,14.01,1000.0,985.99,167.64888888888888,186.72296296296292,14.01,1.0,17.0,16.0,8.0,7.555555555555555,1.0,1.0,6.0,5.0,2.2222222222222223,1.1851851851851851,1.0,31.0,215.0,184.0,75.0,43.111111111111114,31.0,0.89,3.44,2.55,2.5433333333333334,0.6725925925925925,2.2,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,5.0,5.0,2.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.5555555555555554,2.6172839506172836,1.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,1.0,0.0,2.0,2.0,0.6666666666666666,0.7407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1111111111111112,0.39506172839506176,1.0,6.615,63.59,56.975,17.47277777777778,13.370370370370372,6.615,0.0,7.853,7.853,4.0442222222222215,3.38558024691358,7.853,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,128.55555555555554,80.49382716049382,194.0,p,Cl,-0.32038,s,H,-0.233471,0.08690899999999999,-315500.0,1.0999999999999996,2.4099999999999997,1.31,1.3619999999999997,0.9263098833543774
